"";"id";"number";"title";"authors";"projectcode";"date";"jel";"abstracts"
"583";583;"2012-066";"Implied Basket Correlation Dynamics";"Wolfgang Karl Härdle and  Elena Silyakova";"B1";"2012-11-14";"C14,  C32,  G12,  G13,  G15,  ";" Equity basket correlation is an important risk factor. It characterizes the strength of linear dependence between assets and thus measures the degree of portfolio diversification. It can be estimated both under the physical measure from return series, and under the risk neutral measure from option prices. The difference between the two estimates motivates a so called ""dispersion strategy"". We study the performance of this strategy on the German market over the recent 2 years and propose several hedging schemes based on implied correlation (IC) forecasts. Modeling IC is a challenging task both in terms of computational burden and estimation error. First the number of correlation coefficients to be estimated would grow with the size of the basket. Second, since the IC is implied from option prices it is not constant over maturities and strikes. Finally, the IC changes over time. The dimensionality of the problem is reduced by an assumption that the correlation between all pairs of equities is constant (equicorrelation). The IC surface (ICS) is then approximated from implied volatilities of stocks and implied volatility of the basket. To analyze this structure and the dynamics of the ICS we employ a dynamic semiparametric factor model (DSFM)."
"584";584;"2012-067";"Can the market forecast the weather better than meteorologists?";"Matthias Ritter";"C11";"2012-12-10";"G15,   G17,   Q41,   Q47";" Many companies depend on weather conditions, so they require reliable weather forecasts for production planning or risk hedging. In this article, we propose a new way of gaining weather forecasts by exploiting the forward-looking information included in the market prices of weather derivatives traded at the Chicago Mercantile Exchange (CME). For this purpose, the CME futures prices of two monthly temperature indices relevant for the energy sector are compared with index forecasts derived from meteorological temperature forecasts. It turns out that the market prices generally outperform the meteorological forecasts in predicting the outcome of the monthly index. Hence, companies whose prot strongly depends on these indices, such as energy companies, can prot from this additional information source about future weather."
"585";585;"2013-001";"Functional Data Analysis of Generalized Quantile Regressions";"Mengmeng Guo, Lhan Zhou, Jianhua Z. Huang and  Wolfgang Karl Härdle";"B1";"2013-01-02";"C13,  C23,  C38,  Q54";" Generalized quantile regressions, including the conditional quantiles and expectiles as special cases, are useful alternatives to the conditional means for characterizing a conditional distribution, especially when the interest lies in the tails. We develop a functional data analysis approach to jointly estimate a family of generalized quantile regressions. Our approach assumes that the generalized quantile regressions share some common features that can be summarized by a small number of principal component functions. The principal component functions are modeled as splines and are estimated by minimizing a penalized asymmetric loss measure. An iterative least asymmetrically weighted squares algorithm is developed for computation. While separate estimation of individual generalized quantile regressions usually suffers from large variability due to lack of suffcient data, by borrowing strength across data sets, our joint estimation approach signifcantly improves the estimation effciency, which is demonstrated in a simulation study. The proposed method is applied to data from 150 weather stations in China to obtain the generalized quantile curves of the volatility of the temperature at these stations. These curves are needed to adjust temperature risk factors so that gaussianity is achieved. The normal distribution of temperature variations is vital for pricing weather derivatives with tools from mathematical finance."
"586";586;"2013-002";"Statistical properties and stability of ratings in a subset of US firms";"Alexander B. Matthies";"Z";"2013-01-04";"G20,  G24,  G30,  G32";" Standard explanatory variables that determine credit ratings do not achieve significant effects in a sample of 100 US non-financial firms in an ordered probit panel estimation. Sample size and selection as well as the distribution of explanatory variables across rating classes may be the cause this problem. Furthermore, we find evidence to suggest that variable coefficients vary over rating classes when analysed with an unordered loogit model. The sample reproduces well-established macroeconomic effects of credit ratings found by Blume et al. (1998) and highlights the influence of the rating agenciesÂ’ through-the-cycle approach on rating transitions."
"587";587;"2013-003";"Empirical Research on Corporate Credit-Ratings: A Literature Review";"Alexander B. Matthies";"Z";"2013-01-04";"G20,  G24,  G30,  G32,  G34";" We report on the current state and important older findings of empirical studies on corporate credit ratings and their relationship to ratings of other entities. Specifically, we consider the results of three lines of research: The correlation of credit ratings and corporate default, the influence of ratings on capital markets, and the determinants of credit ratings and rating changes. Results from each individual line are important and relevant for the construction and interpretation of studies in the other two fields, e.g. the choice of statistical methods. Moreover, design and construct of credit ratings and the credit rating scale are essential to understand empirical findings."
"588";588;"2013-004";"Preference for Randomization: Empirical and Experimental Evidence";"Nadja Dwenger, Dorothea Kübler and  Georg Weizsäcker";"A6";"2013-01-08";"D03,   D01";" We investigate violations of consequentialism in the form of the stochastic dominance property. The property is shared by many theories of choice and implies that the decision-maker prefers receiving the best outcome for sure over all lotteries that involve multiple outcomes. We run experiments to demonstrate that dominated randomization can be attractive. In treatments where decision-makers are asked to submit multiple decisions without knowing which one is relevant, many participants submit contradictory sets of decisions and thereby induce a dominated lottery between outcomes. Explicit choice of non-consequentialist randomization is observed in a separate treatment. A possible reason for the eect is the desire to avoid having to make the decision. A large data set on (high-stake) university applications in Germany shows patterns that are consistent with a preference for randomization."
"589";589;"2013-005";"Pricing Rainfall Derivatives at the CME";"Brenda López Cabrera, Martin Odening and  Matthias Ritter";"C11";"2013-01-10";"G19,  G29,  G22,  Q59";" Many business people such as farmers and financial investors are affected by indirect losses caused by scarce or abundant rainfall. Because of the high potential of insuring rainfall risk, the Chicago Mercantile Exchange (CME) began trading rainfall derivatives in 2011. Compared to temperature derivatives, however, pricing rainfall derivatives is more difficult. In this article, we propose to model rainfall indices via a flexible type of distribution, namely the normal-inverse Gaussian distribution, which captures asymmetries and heavy-tail behaviour. The prices of rainfall futures are computed by employing the Esscher transform, a wellknown tool in actuarial science. This approach is flexible enough to price any rainfall contract and to adjust theoretical prices to market prices by using the calibrated market price of risk. This empirical analysis is conducted with U.S. precipitation data and CME futures data providing first results on the market price of risk for rainfall derivatives."
"590";590;"2013-006";"Inference for Multi-Dimensional High-Frequency Data: Equivalence of Methods, Central Limit Theorems, and an Application to Conditional Independence Testing";"Markus Bibinger and  Per A. Mykland";"C12";"2013-01-15";"C14,  C32,  C58,  G10";" We find the asymptotic distribution of the multi-dimensional multi-scale and kernel estimators for high-frequency financial data with microstructure. Sampling times are allowed to be asynchronous. The central limit theorem is shown to have a feasible version. In the process, we show that the classes of multi-scale and kernel estimators for smoothing noise perturbation are asymptotically equivalent in the sense of having the same asymptotic distribution for corresponding kernel and weight functions. We also include the analysis for the Hayashi-Yoshida estimator in absence of microstructure. The theory leads to multi-dimensional stable central limit theorems for respective estimators and hence allows to draw statistical inference for a broad class of multivariate models and linear functions of the recorded components. This paves the way to tests and confidence intervals in risk measurement for arbitrary portfolios composed of high-frequently observed assets. As an application, we enhance the approach to cover more complex functions and in order to construct a test for investigating hypotheses that correlated assets are independent conditional on a common factor."
"591";591;"2013-007";"Crossing Network versus Dealer Market: Unique Equilibrium in the Allocation of Order Flow";"Jutta Dönges, Frank Heinemann and  Tijmen R. Daniëls";"C10";"2013-01-16";"C62,  G10,  G20";" The allocation of order  flow to alternative trading systems can be understood as a game with strategic substitutes between buyers on the same side of the market, as well as one of positive network externalities. We consider the allocation of order  flow between a crossing network and a dealer market and show that small differences in traders' preferences generate a unique switching equilibrium, in which patient traders use the crossing network while impatient traders submit orders directly to the dealer market. Our model explains why assets with large turnovers and low price volatility are likely to be traded on crossing networks, while less liquid assets are traded on dealer markets."
"592";592;"2013-008";"Forecasting systemic impact in financial networks";"Nikolaus Hautsch, Julia Schaumburg and  Melanie Schienle";"B8B11";"2013-01-30";"G01,  G18,  G32,  G38,  C21,  ";" We propose a methodology for forecasting the systemic impact of financial institutions in interconnected systems. Utilizing a five-year sample including the 2008/9 financial crisis, we demonstrate how the approach can be used for timely systemic risk monitoring of large European banks and insurance companies. We predict firmsÂ’ systemic relevance as the marginal impact of individual downside risks on systemic distress. The so-called systemic risk betas account for a companyÂ’s position within the network of financial interdependencies in addition to its balance sheet characteristics and its exposure towards general market conditions. Relying only on publicly available daily market data, we determine time-varying systemic risk networks, and forecast systemic relevance on a quarterly basis. Our empirical findings reveal time-varying risk channels and firmsÂ’ specific roles as risk transmitters and/or risk recipients."
"593";593;"2013-009";"‘I'll do it by myself as I knew it all along’: On the failure of hindsight-biased  principals to delegate optimally";"David Danz, Frank Hüber, Dorothea Kübler, Lydia Mechtenberg and  Julia Schmid";"A6";"2013-01-31";"C72,  C91,  D84";" With the help of a simple model, we show that the hindsight bias can lead to ineffcient delegation decisions. This prediction is tested experimentally. In an online experiment that was conducted during the FIFA World Cup 2010 participants were asked to predict a number of outcomes of the ongoing World Cup and had to recall their assessments after the outcomes had been realized. This served as a measure of the hindsight bias for each participant. The participants also had to make choices in a delegation game. Our data confirm that hindsight-biased subjects more frequently fail to delegate optimally than subjects whom we have classified as not hindsight biased."
"594";594;"2013-010";"Composite Quantile Regression for the Single-Index Model";"Yan Fan, Wolfgang Karl Härdle, Weining Wang and   Lixing Zhu";"B1";"2013-02-13";"C00,   C14,   C50,   C58";" Quantile regression is in the focus of many estimation techniques and is an important tool in data analysis. When it comes to nonparametric specifications of the conditional quantile (or more generally tail) curve one faces, as in mean regression, a dimensionality problem. We propose a projection based single index model specifi- cation. For very high dimensional regressors X one faces yet another dimensionality problem and needs to balance precision vs. dimension. Such a balance may be achieved by combining semiparametric ideas with variable selection techniques."
"595";595;"2013-011";"The Real Consequences of Financial Stress";"Stefan Mittnik and  Willi Semmler";"Z";"2013-02-27";"E2,   E6,   C13";" We introduce a dynamic bankingÂ–macro model, which abstains from conventional meanÂ– reversion assumptions and in whichÂ—similar to Brunnermeier and Sannikov (2010)Â—adverse assetÂ–price movements and their impact on risk premia and credit spreads can induce instabilities in the banking sector. To assess such phenomena empirically, we employ a multiÂ–regime vector autoregression (MRVAR) approach rather than conventional linear vector autoregressions. We conduct bivariate empirical analyses, using countryÂ–specific financialÂ–stress indices and industrial production, for the U.S., the UK and the four large euroÂ–area countries. Our MRVARÂ–based impulseÂ–response studies demonstrate that, compared to a linear specification, response profiles are dependent on the current state of the economy as well as the sign and size of shocks. Previous multiÂ–regimeÂ–based studies, focusing solely on the regimeÂ–dependence of responses, conclude that, during a highÂ–stress period, stressÂ–increasing shocks have more dramatic consequences for economic activity than during low stress. Conducting sizeÂ–dependent response analysis, we find that this holds only for small shocks and reverses when shocks become sufficiently large to induce immediate regime switches. Our findings also suggest that, in states of high financial stress, large negative shocks to financialÂ–stress have sizeable positive effects on real activity and support the idea of Â“unconventionalÂ” monetary policy measures in cases of extreme financial stress."
"596";596;"2013-012";"Are There Bubbles in the Sterling-dollar Exchange Rate? New Evidence from Sequential ADF Tests";"Timo Bettendorf and  Wenjuan Chen";"C14";"2013-02-28";"C1,   F3";" There has been mixed evidence regarding the existence of rational bubbles in the foreign exchange markets. This paper introduces recently developed sequential unit root tests into the analysis of exchange rates bubbles. We nd strong evidence of explosive behavior in the nominal Sterling-dollar exchange rate. However, this explosive behavior should not be simply interpreted as evidence of rational bubbles, as we show that it might be driven by the relative prices of traded goods."
"597";597;"2013-013";"A Transfer Mechanism for a Monetary Union";"Philipp Engler and  Simon Voigts";"C7";"2013-03-07";"F41,   F44,   E2,   E3,   E52";" We show in a dynamic stochastic general equilibrium framework that the introduction of a common currency by a group of countries with only partially integrated goods markets, incomplete ?nancial markets and no labor migration across member states, signi?cantly increases volatility of consumption and employment in the face of asymmetric shocks. We propose a simple transfer mechanism between member countries of the union that reduces this volatility. Further- more, we show that this mechanism is more eÂ¢ cient than anticyclical policies at the national level in terms of a better stabilization for the same budgetary eÂ¤ects for households while in the long run deeper integration of goods markets could reduce volatility signi?cantly. Re- garding its implementation, we show that the centralized provision of public goods and services at the level of the monetary union implies cross-country transfers comparable to the scheme under study."
"598";598;"2013-014";"Do High-Frequency Data Improve High-Dimensional Portfolio Allocations?";"Nikolaus Hautsch, Lada M. Kyj and  Peter Malec";"B8B11";"2013-03-08";"G11,   G17,   C58,   C14,   C3";" This paper addresses the open debate about the usefulness of high-frequency (HF) data in large-scale portfolio allocation. We consider the problem of constructing global minimum variance portfolios based on the constituents of the S&P 500 over a four-year period covering the 2008 financial crisis. HF-based covariance matrix predictions are obtained by applying a blocked realized kernel estimator, different smoothing windows, various regularization methods and two forecasting models. We show that HF-based predictions yield a significantly lower portfolio volatility than methods employing daily returns. Particularly during the volatile crisis period, these performance gains hold over longer horizons than previous studies have shown and translate into substantial utility gains from the perspective of  an investor with pronounced risk aversion."
"599";599;"2013-015";"Cyclical Variation in Labor Hours and Productivity Using the ATUS";"Michael C. Burda, Daniel S. Hamermesh and  Jay Stewart";"C7";"2013-03-08";"E23,   J22";" We examine monthly variation in weekly work hours using data for 2003-10 from the Current Population Survey (CPS) on hours/worker, from the Current Employment Survey (CES) on hours/job, and from the American Time Use Survey (ATUS) on both. The ATUS data minimize recall difficulties and constrain hours of work to accord with total available time. The ATUS hours/worker are less cyclical than the CPS series, but the hours/job are more cyclical than the CES series. We present alternative estimates of productivity based on ATUS data and find that it is more pro-cyclical than other productivity measures."
"600";600;"2013-016";"Quantitative forward guidance and the predictability of monetary policy  - A wavelet based jump detection approach -";"Lars Winkelmann";"C14";"2013-04-16";"E58,   C14,   C58";" The publication of a projected path of future policy decisions by central banks is a controversially debated method to improve monetary policy guidance. This paper suggests a new approach to evaluate the impact of the guidance strategy on the predictability of monetary policy. Using the example of Norway, the empirical investigation is based on jump probabilities of interest rates on central bank announcement days before and after the introduction of quantitative guidance. Within the standard semimartingale framework, we propose a new methodology to detect jumps. We derive a representation of the quadratic variation in terms of a wavelet spectrum. An adaptive threshold procedure on wavelet spectrum estimates aims at localizing jumps. Our main empirical result indicates that quantitative guidance significantly improves the predictability of monetary policy."
"601";601;"2013-017";"Estimating the Quadratic Covariation Matrix from Noisy Observations: Local Method of Moments and Efficiency";"Markus Bibinger, Nikolaus Hautsch, Peter Malec and  Markus Reiß";"B8C12";"2013-04-25";"C14,   C32,   C58,   G10";" An efficient estimator is constructed for the quadratic covariation or integrated covolatility matrix of a multivariate continuous martingale based on noisy and non-synchronous observations under high-frequency asymptotics. Our approach relies on an asymptotically equivalent  continuous-time observation model where a local generalised method of moments in the spectral domain turns out to be optimal. Asymptotic semiparametric efficiency is established in the CramÃ©r-Rao sense. Main findings are that non-synchronicity of observation times has no impact on the asymptotics and that major efficiency gains are possible under correlation. Simulations illustrate the finite-sample behaviour."
"602";602;"2013-018";"Fair re-valuation of wine as an investment";"Fabian Y.R.P. Bocart and  Christian M. Hafner";"Z";"2013-04-25";"C14,   C43,   M40,   G12";" The prices of wine is a key topic for market participants interested in valuing their stock, including dealers, restaurants or consumers who may be interested in optimizing their purchases. As a closely related issue, re-valuation is the need to regularly update the value of a stock. This need is especially met by fund managers in the growing industry of wine as an investment. In this case, fair-value measurement is compulsory by law. We briefly review methods available to funds and introduce a new quantitative method aimed at meeting IFRS 13 compliance for fair valuation. Using auction data, we apply our method to compute current fair value of a basket of wines."
"603";603;"2013-019";"The European Debt Crisis: How did we get into this mess? How can we get out of it?";"Michael C. Burda";"C7";"2013-04-25";"F33,   F34,   E42";" By any measure, the European Monetary Union and the European Union are in a deep hole. In the summer of 2011 we came uncomfortably close to an uncontrolled sovereign default of an EU country, a member of the European Monetary Union, hardly ten years after the common currency project was launched. In the months that followed, Greece was brought back from the precipice, but by the time of this writing has accumulated sovereign indebtedness of more than Â€380b or more than 170% of the countryÂ’s gross domestic product. By current estimates, more than half of this debt is held by foreigners, and mostly by foreign official institutions. How could a country with less than 2% of EU output be the source of such great concern? Quite simply, because in the meantime Ireland, Portugal, Spain and Italy (which along with Greece, are known as the GIIPs countries, or the PIIGS in less politically correct circles) have all spent significant time at the financial edge, with borrowing costs rising enough to threaten the integrity of the Eurozone banking system, the mechanism of payments, the European Central Bank and the common currency itself. In my view, we are still not out of the hole, even though most recent events may belie that assessment."
"604";604;"2013-020";"Disaster Risk in a New Keynesian Model";"Maren Brede";"C7";"2013-04-25";"E21,   E31,   E32";" This paper develops a simple New Keynesian model incorporating a small time-varying probability that the economy is struck by a disaster in the future. The model's main prediction is that a small increase in the disaster probability causes a recession in the economy, specically due to limited saving opportunities inasmuch as the model abstracts from capital accumulation. By contrasting its ndings to the ones of a comparable real business cycle model, this paper evaluates how the disaster hypothesis has been used and modelled in the existing literature."
"605";605;"2013-021";"Econometrics of co-jumps in high-frequency data with noise";"Markus Bibinger and  Lars Winkelmann";"C12C14";"2013-05-02";"C14,   G32,   E58";" We establish estimation methods to determine co-jumps in multivariate high-frequency data with nonsynchronous observations and market microstructure noise. The ex-post quadratic covariation of the signal part, which is modeled by an ItÂˆo-semimartingale, is estimated with a locally adaptive spectral approach. Locally adaptive thresholding allows to disentangle the co-jump and continuous part in quadratic covariation. Our estimation procedure implicitly renders spot (co-)variance estimators. We derive a feasible stable limit theorem for a truncated spectral estimator of integrated covariance. A test for common jumps is obtained with a wild bootstrap strategy. We give an explicit guideline how to implement the method and test the algorithm in Monte Carlo simulations. An empirical application to intra-day tick-data demonstrates the practical value of the approach."
"606";606;"2013-022";"Decomposing Risk in Dynamic Stochastic General Equilibrium";"Hong Lan and  Alexander Meyer-Gohde";"C7";"2013-05-02";"C63,   E32,   G12";" We analyze the theoretical moments of a nonlinear approximation to a model of business cycles and asset pricing with stochastic volatility and recursive preferences. We find that heteroskedastic volatility operationalizes a time-varying risk adjustment channel that induces variability in conditional asset pricing measures and assigns a substantial portion of the variance of macroeconomic variables to variations in precautionary behavior, both while leaving its ability to match key macroeconomic and asset pricing facts untouched. Our method decomposes moments into contributions from realized shocks and differing orders of approximation and from shifts in the distribution of future shocks, enabling us to identify the common channel through which stochastic volatility in isolation operates and through which conditional asset pricing measures vary."
"607";607;"2013-023";"Reference Dependent Preferences and the EPK Puzzle";"Maria Grith, Wolfgang Karl Härdle and  Volker Krätschmer";"B1";"2013-05-06";"D04,   D53,   C02,   G13";" Supported by several recent investigations, the empirical pricing kernel (EPK) puzzle might be considered a stylized fact. Based on an economic model with state dependent preferences for the financial investors, we want to emphasize a microeconomic view that succeeds in explaining the puzzle. We retain the expected utility framework in a one period model and illustrate the case when the state is defined with respect to a reference point. We further investigate how the model relates the shape of the EPK to the economic conditions."
"608";608;"2013-024";"Pruning in Perturbation DSGE Models - Guidance from Nonlinear Moving Average Approximations";"Hong Lan and  Alexander Meyer-Gohde";"C7";"2013-05-07";"C52,   C63,   E30";" We derive recursive representations of nonlinear moving average (NLMA) perturbations of DSGE models. As the stability of higher order NLMA representations follows directly from stability at first order, these recursive representations provide rigorous support for the practice of pruning that is becoming widespread. Our recursive representation differs from pruned perturbations in that it centers the approximation and its coefficients at the approximation of the stochastic steady state consistent with the order of approximation. We compare our algorithm with six different pruning algorithms at second and third order, documenting the differences between these six algorithms and standard (non pruned) state space perturbations at first, second, and third order in a unified notation compatible with the popular software package Dynare. While our third order algorithm is the most accurate, the gains over two alternate algorithms are modest, suggesting that this choice is unlikely to be a potential source of error."
"609";609;"2013-025";"The ‘Celtic Crisis’: Guarantees, transparency, and systemic liquidity risk";"Philipp König, Kartik Anand and  Frank Heinemann";"C10";"2013-05-16";"G01,   G28,   D89";" Bank liability guarantee schemes have traditionally been viewed as costless measures to shore up investor confidence and stave off bank runs. However, as the experiences of some European countries, most notably Ireland, have demonstrated, the credibility and effectiveness of these guarantees is crucially intertwined with the sovereignÂ’s funding risks. Employing methods from the literature on global games, we develop a simple model to explore the systemic linkage between the rollover risks of a bank and a government, which are connected through the governmentÂ’s guarantee of bank liabilities. We show the existence and uniqueness of the joint equilibrium and derive its comparative static properties. In solving for the optimal guarantee numerically, we show how its credibility may be improved through policies that promote balance sheet transparency. We explain the asymmetry in risk-transfer between sovereign and banking sector, following the introduction of a guarantee as being attributed to the resolution of strategic uncertainties held by bank depositors and the opacity of the banksÂ’ balance sheets."
"610";610;"2013-026";"State Price Densities implied from weather derivatives";"Wolfgang Karl Härdle, Brenda López-Cabrera and  Huei-Wen Teng";"B1C11";"2013-05-16";"C11,   C22,   C58,   G12,   G1";" A State Price Density (SPD) is the density function of a risk neutral equivalent martingale measure for option pricing, and is indispensible for exotic option pricing and portfolio risk management. Many approaches have been proposed in the last two decades to calibrate a SPD using financial options from the bond and equity markets. Among these, non and semi parametric methods were preferred because they can avoid model mis-specification of the underlying and thus give insight into complex portfolio propelling. However, these methods usually require a large data set to achieve desired convergence properties. Despite recent innovations in finan- cial and insurance markets, many markets remain incomplete and there exists an illiquidity issue. One faces the problem in estimation by e.g. kernel techniques that there are not enough observations locally available. For this situation, we employ a Bayesian quadrature method because it allows us to incorporate prior assumptions on the model parameters and hence avoids problems with data sparsity. It is able to compute the SPD of both call and put options simultaneously, and is particularly robust when the market faces the illiquidity issue. By comparing our approach with other approaches, we show that the traditional way of estimating the SPD by differ- entiating an interpolation of option prices does not hold in practice. As illustration, we calibrate the SPD for weather derivatives, a classical example of incomplete mar- kets with financial contracts payoffs linked to non-tradable assets, namely, weather indices. Finally, we study the dynamics of the implied SPD's and related to weather data."
"611";611;"2013-027";"Bank Lending Relationships and the Use of Performance-Sensitive Debt";"Tim R. Adam and  Daniel Streitz";"A13";"2013-05-21";"G21,   G31,   G32";" We show that performance-sensitive debt (PSD) is used to reduce hold-up problems in repeated lending relationships. Using a large sample of bank loans, we find a more frequent use of PSD if hold-up is more likely, e.g. if a longterm lending relationship exists and the borrower has fewer outside financing alternatives. The use of PSD is less likely in syndicated relationship loans, as hold-up is less important in this market. Finally, we find a substitution effect between the use of PSD and the tightness of financial covenants, which is consistent with PSD reducing hold-up problems caused by the use of covenants."
"612";612;"2013-028";"Analysis of Deviance in Generalized Partial Linear Models";"Wolfgang Karl Härdle and  Li-Shan Huang";"B1";"2013-05-28";"C00,   C14,   C50,   C58";" We develop analysis of deviance tools for generalized partial linear models based on local polynomial fitting. Assuming a canonical link, we propose expressions for both local and global analysis of deviance, which admit an additivity property that reduces to ANOVA decompositions in the Gaussian case. Chi-square tests based on integrated likelihood functions are proposed to formally test whether the nonparametric term is significant. Simulation results are shown to illustrate the proposed chi-square tests. The methodology is applied to German Bundesbank Federal Reserve data."
"613";613;"2013-029";"Estimating the quadratic covariation of an asynchronously observed semimartingale with jumps";"Markus Bibinger and  Mathias Vetter";"C12";"2013-05-28";"G10,   C14";" We consider estimation of the quadratic (co)variation of a semimartingale from discrete observations which are irregularly spaced under high-frequency asymptotics. In the univariate setting, results from Jacod (2008) are generalized to the case of irregular observations. In the two-dimensional setup under non-synchronous observations, we derive a stable central limit theorem for the estimator by Hayashi and Yoshida (2005) in the presence of jumps. We reveal how idiosyncratic and simultaneous jumps affect the asymptotic distribution. Observation times generated by Poisson processes are explicitly discussed."
"614";614;"2013-030";"Can expert knowledge compensate for data scarcity in crop insurance pricing?";"Zhiwei Shen, Martin Odening and  Ostap Okhrin";"B10C11";"2013-05-31";"C14,   Q19";" Although there is an increasing interest in index-based insurances in many developing countries, crop data scarcity hinders its implementation by forcing insurers to charge higher premiums. Expert knowledge has been considered a valuable information source to augment limited data in insurance pricing. This article investigates whether the use of expert knowledge can mitigate model risk which arises from insufficient statistical data. We adopt the Bayesian framework that allows for the combination of scarce data and expert knowledge, to estimate the risk parameter and buffer load. In addition, a benchmark for the evaluation of expert information is created by using a richer dataset generated from resampling. We find that expert knowledge reduces the parameter uncertainty and changes the insurance premium in the correct direction, but that the effect of the correction is sensitive to different strike levels of insurance indemnity."
"615";615;"2013-031";"Comparison of Methods for Constructing Joint Confidence Bands for Impulse Response Functions";"Helmut Lütkepohl, Anna Staszewska-Bystrova and  Peter Winker";"C15";"2013-05-31";"C32";" In vector autoregressive analysis confidence intervals for individual impulse responses are typically reported to indicate the sampling uncertainty in the estimation results. A range of methods are reviewed and a new proposal is made for constructing joint confidence bands, given a prespecifed coverage level, for the impulse responses at all horizons considered simultaneously. The methods are compared in a simulation experiment and recommendations for empirical work are provided."
"616";616;"2013-032";"CDO Surfaces Dynamics";"Barbara Choros-Tomczyk, Wolfgang Karl Härdle and  Ostap Okhrin";"B1B10";"2013-07-09";"C14,   C51,   G11,   G17";" Modelling the dynamics of credit derivatives is a challenging task in finance and economics. The recent crisis has shown that the standard market models fail to measure and forecast financial risks and their characteristics. This work studies risk of collateralized debt obligations (CDOs) by investigating the evolution of tranche spread surfaces and base correlation surfaces using a dynamic semiparametric factor model (DSFM). The DSFM offers a combination of flexible functional data analysis and dimension reduction methods, where the change in time is linear but the shape is nonparametric. The study provides an empirical analysis based on iTraxx Europe tranches and proposes an application to curve trading strategies. The DSFM allows us to describe the dynamics of all the tranches for all available maturities and series simultaneously which yields better understanding of the risk associated with trading CDOs and other structured products."
"617";617;"2013-033";"Estimation and Inference for Varying-coeffcient Models with Nonstationary Regressors using Penalized Splines";"Haiqiang Chen, Ying Fang and  Yingxing Li";"B1";"2013-07-17";"C12,   C14,   C22";" This paper considers estimation and inference for varying-coefficient models with nonstationary regressors. We propose a nonparametric estimation method using penalized splines, which achieves the same optimal convergence rate as kernel-based methods, but enjoys computation advantages. Utilizing the mixed model representation of penalized splines, we develop a likelihood ratio test statistic for checking the stability of the regression coefficients. We derive both the exact and the asymptotic null distributions of this test statistic. We also demonstrate its optimality by examining its local power performance. These theoretical fundings are well supported by simulation studies."
"618";618;"2013-034";"Robust Estimation and Inference for Threshold Models with Integrated Regressors";"Haiqiang Chen";"B1";"2013-07-17";"C12,   C22,   C52";" This paper studies the robust estimation and inference of threshold models with integrated regres- sors. We derive the asymptotic distribution of the profiled least squares (LS) estimator under the diminishing threshold effect assumption that the size of the threshold effect converges to zero. Depending on how rapidly this sequence converges, the model may be identified or only weakly identified and asymptotic theorems are developed for both cases. As the convergence rate is unknown in practice, a model-selection procedure is applied to determine the model identification strength and to construct robust confidence intervals, which have the correct asymptotic size irrespective of the magnitude of the threshold effect. The model is then generalized to incorporate endogeneity and serial correlation in error terms, under which, we design a Cochrane-Orcutt feasible generalized least squares (FGLS) estimator which enjoys efficiency gains and robustness against different error specifications, including both I(0) and I(1) errors. Based on this FGLS estimator, we further develop a sup-Wald statistic to test for the existence of the threshold effect. Monte Carlo simulations show that our estimators and test statistics perform well."
"619";619;"2013-035";"A new perspective on the economic valuation of informal care: The well-being approach revisited";"Konstantin Kehl and  Stephan Stahlschmidt";"B1";"2013-08-07";"D61,   I11,   I31";" Informal care has drawn much attention among scholars and policymakers as it concerns an essential but hard to evaluate resource of welfare. Albeit several studies addressed the monetary value of informal care, dierences in the relationship between caregivers and recipients have often been ignored. We report on a profound and formerly unobserved distinction between care in the household and non-household care for a family member or in a voluntary framework. According to our results caregivers within the household perceive care as a burden and a positive shadow price arises. By contrast in the family but non-household context { and especially in the voluntary case { care is (at least partly) understood as an enriching experience which extends well-being and leads to negative shadow prices. This distinction calls a marketized view of informal care into question and may contribute to explaining the limitations of monetary incentive policies to encourage informal care."
"620";620;"2013-036";"Herding in financial markets: Bridging the gap between theory and evidence";"Christopher Boortz, Simon Jurkatis, Stephanie Kremer and  Dieter Nautz";"C14";"2013-08-07";"G11,   G24";" Due to data limitations and the absence of testable, model-based predictions, theory and evidence on herd behavior are only loosely connected. This paper attempts to close this gap in the herding literature. From a theoretical perspective, we use numerical simulations of a herd model to derive new, theory-based predictions for aggregate herding intensity. From an empirical perspective, we employ high-frequency, investor-specific trading data to test the theory-implied impact of information risk and market stress on herding. Confirming model predictions, our results show that herding intensity increases with information risk. In contrast, herding measures estimated for the financial crisis period cannot be explained by the herd model. This suggests that the correlation of trades observed during the crisis is mainly due to the common reaction of investors to new public information and should not be misinterpreted as herd behavior."
"621";621;"2013-037";"Default Risk Calculation based on Predictor Selection for the Southeast Asian Industry";"Wolfgang Karl Härdle and  Dedy Dwi Prastyo";"B1";"2013-08-13";"C13,   C61,   G33";" Probability of default prediction is one of the important tasks of rating agencies as well as of banks and other financial companies to measure the default risk of their counterparties. Knowing predictors that significantly contribute to default prediction provides a better insight into fundamentals of credit risk analysis. Default prediction and default predictor selection are two related issues, but many existing approaches address them separately. We employed a unified procedure, a regularization approach with logit as an underlying model, which simultaneously selects the default predictors and optimizes all the parameters within the model. We employ Lasso and elastic-net penalty functions as regularization approach. The methods are applied to predict default of companies from industry sector in Southeast Asian countries. The empirical result exhibits that the proposed method has a very high accuracy prediction particularly for companies operating Indonesia, Singapore, and Thailand. The relevant default predictors over the countries reveal that credit risk analysis is sample specific. A few number of predictors result in counter intuitive sign estimates."
